가맹점명,전화번호,주소,데이터기준일자
드링크 포 다이브(Drink for Dive),,제주특별자치도 서귀포시 이중섭로 12,2024-05-20
이(李)가신(辛)쭈꾸미,064-763-0088,제주특별자치도 서귀포시 이중섭로 12-1,2024-05-20
빨간집서귀포점,064-763-3411,제주특별자치도 서귀포시 이중섭로 12-1,2024-05-20
마루아라,070-8210-1364,제주특별자치도 서귀포시 이중섭로 16,2024-05-20
비상,,제주특별자치도 서귀포시 이중섭로 16,2024-05-20
GS25이중섭거리점,,제주특별자치도 서귀포시 이중섭로 16,2024-05-20
에스홀덤펍,,제주특별자치도 서귀포시 이중섭로 17,2024-05-20
루트84,064-763-5444,제주특별자치도 서귀포시 이중섭로 19,2024-05-20
중섭이네식당,064-763-7703,제주특별자치도 서귀포시 이중섭로 19,2024-05-20
홈치,070-8147-2007,제주특별자치도 서귀포시 이중섭로 26,2024-05-20
이디카페,064-733-2988,제주특별자치도 서귀포시 이중섭로 3,2024-05-20
청춘역,,제주특별자치도 서귀포시 이중섭로 31,2024-05-20
메이비,070-4143-0639,제주특별자치도 서귀포시 이중섭로 34,2024-05-20
용우동서귀포점,064-762-5844,제주특별자치도 서귀포시 이중섭로 4,2024-05-20
절구통,064-732-2514,제주특별자치도 서귀포시 이중섭로 5,2024-05-20
우드스탁,,제주특별자치도 서귀포시 이중섭로 5,2024-05-20
아이엔지,064-762-5484,제주특별자치도 서귀포시 이중섭로 5-1,2024-05-20
만복반미,064-805-8199,제주특별자치도 서귀포시 이중섭로 5-1,2024-05-20
통큰맛집,064-732-3514,제주특별자치도 서귀포시 이중섭로 5-2,2024-05-20
흑돈오리,064-732-7792,제주특별자치도 서귀포시 이중섭로 5-5,2024-05-20
파우제마켓,070-2773-2045,제주특별자치도 서귀포시 인정오름로86번길 2,2024-05-20
칠돈가,064-732-8246,제주특별자치도 서귀포시 일주동로,2024-05-20
오색밥상,064-739-0889,제주특별자치도 서귀포시 일주동로,2024-05-20
딕시,064-762-7007,제주특별자치도 서귀포시 일주동로,2024-05-20
대풍옥,064-763-8734,제주특별자치도 서귀포시 일주동로,2024-05-20
아서원,064-767-3130,제주특별자치도 서귀포시 일주동로,2024-05-20
메가엠지씨커피 서귀포효돈점,064-767-7778,제주특별자치도 서귀포시 일주동로 8088,2024-05-20
씨유(CU)서귀포효돈점,,제주특별자치도 서귀포시 일주동로 8092,2024-05-20
효돈수제돈까스,064-733-3345,제주특별자치도 서귀포시 일주동로 8106,2024-05-20
유달식당,064-767-0424,제주특별자치도 서귀포시 일주동로 8106,2024-05-20
달달콤콤,,제주특별자치도 서귀포시 일주동로 8106,2024-05-20
여기올레,064-767-4549,제주특별자치도 서귀포시 일주동로 8120,2024-05-20
두렁청헌디,,제주특별자치도 서귀포시 일주동로 8120,2024-05-20
오브제주,,제주특별자치도 서귀포시 일주동로 8133,2024-05-20
오브제주,,제주특별자치도 서귀포시 일주동로 8133,2024-05-20
지에스25 효돈사거리점,,제주특별자치도 서귀포시 일주동로 8139,2024-05-20
전원일기 효돈점,064-733-9333,제주특별자치도 서귀포시 일주동로 8153,2024-05-20
삼다해물뚝배기,064-733-0591,제주특별자치도 서귀포시 일주동로 8167,2024-05-20
성광식당,064-767-4110,제주특별자치도 서귀포시 일주동로 8184,2024-05-20
쇠소깍오메기식당,064-732-5599,제주특별자치도 서귀포시 일주동로 8231,2024-05-20
한마음가든,064-767-3000,제주특별자치도 서귀포시 일주동로 8272,2024-05-20
제주하양까망,064-733-8847,제주특별자치도 서귀포시 일주동로 8301,2024-05-20
효도니,,제주특별자치도 서귀포시 일주동로 8301,2024-05-20
서귀포시축산업협동조합흑한우명품관,064-732-1486,제주특별자치도 서귀포시 일주동로 8421,2024-05-20
서귀포시축산업협동조합흑한우명품관,064-732-1486,제주특별자치도 서귀포시 일주동로 8421,2024-05-20
씨유(CU) 서귀포비석거리점,,제주특별자치도 서귀포시 일주동로 8493,2024-05-20
바베큐비석거리한식뷔페,,제주특별자치도 서귀포시 일주동로 8503,2024-05-20
비석거리가든,064-763-8838,제주특별자치도 서귀포시 일주동로 8508,2024-05-20
제주번영축산주식회사,064-767-9696,제주특별자치도 서귀포시 일주동로 8508,2024-05-20
까망돼지서귀포점,064-732-6542,제주특별자치도 서귀포시 일주동로 8524,2024-05-20
서울떡집,064-732-6769,제주특별자치도 서귀포시 일주동로 8534,2024-05-20
미소정육마트,064-732-8505,제주특별자치도 서귀포시 일주동로 8536,2024-05-20
초록마을 제주서귀포점,064-763-7562,제주특별자치도 서귀포시 일주동로 8540,2024-05-20
지에스25서귀비석거리점,,제주특별자치도 서귀포시 일주동로 8541,2024-05-20
정이가네,064-762-9868,제주특별자치도 서귀포시 일주동로 8542,2024-05-20
에이스,064-733-1231,제주특별자치도 서귀포시 일주동로 8545,2024-05-20
맛있는김밥하우스,064-733-7112,제주특별자치도 서귀포시 일주동로 8547-9,2024-05-20
(주)뉴월드 마트로 동홍점,064-733-6901,제주특별자치도 서귀포시 일주동로 8554,2024-05-20
씨유(CU) 서귀중앙로점,070-4237-3719,제주특별자치도 서귀포시 일주동로 8565,2024-05-20
도새기1982,064-733-8686,제주특별자치도 서귀포시 일주동로 8580,2024-05-20
고명선순대국,064-733-0779,제주특별자치도 서귀포시 일주동로 8583,2024-05-20
오리본가,064-762-0849,제주특별자치도 서귀포시 일주동로 8583,2024-05-20
교촌치킨서귀포1호점,064-732-9982,제주특별자치도 서귀포시 일주동로 8584,2024-05-20
이공일구아지트,,제주특별자치도 서귀포시 일주동로 8584,2024-05-20
굽네치킨동홍점,064-733-8293,제주특별자치도 서귀포시 일주동로 8588,2024-05-20
피자알볼로서귀점,064-733-8495,제주특별자치도 서귀포시 일주동로 8588,2024-05-20
피자헛 서귀포점,,제주특별자치도 서귀포시 일주동로 8590,2024-05-20
금강민물장어,064-733-2119,제주특별자치도 서귀포시 일주동로 8597,2024-05-20
제주손칼국수냉면전문점,064-763-3331,제주특별자치도 서귀포시 일주동로 8599,2024-05-20
이백장돈까스서귀동홍점,064-732-7988,제주특별자치도 서귀포시 일주동로 8600,2024-05-20
네네치킨 서귀포1호점,064-763-4492,제주특별자치도 서귀포시 일주동로 8600,2024-05-20
빽보이피자 제주서귀포점,,제주특별자치도 서귀포시 일주동로 8600,2024-05-20
무명쿠키,,제주특별자치도 서귀포시 일주동로 8600,2024-05-20
춘천손가닭갈비,064-763-9333,제주특별자치도 서귀포시 일주동로 8603,2024-05-20
농협은행(주)서귀포지점,064-762-4082,제주특별자치도 서귀포시 일주동로 8610,2024-05-20
(주)한우잡는날,,제주특별자치도 서귀포시 일주동로 8614,2024-05-20
지에스25 열린병원점,,제주특별자치도 서귀포시 일주동로 8638,2024-05-20
요거트하영,,제주특별자치도 서귀포시 일주동로 8641,2024-05-20
모이세해장국중앙점,064-762-5011,제주특별자치도 서귀포시 일주동로 8642,2024-05-20
청년다방 서귀포점,064-732-0016,제주특별자치도 서귀포시 일주동로 8647,2024-05-20
덕본김에,064-732-5009,제주특별자치도 서귀포시 일주동로 8648,2024-05-20
고깃집,070-3033-2607,제주특별자치도 서귀포시 일주동로 8648,2024-05-20
그집푸드,064-733-6881,제주특별자치도 서귀포시 일주동로 8648-5,2024-05-20
피자에땅,064-763-4007,제주특별자치도 서귀포시 일주동로 8654,2024-05-20
조간지,064-762-0789,제주특별자치도 서귀포시 일주동로 8657,2024-05-20
한국맥도날드(유) 서귀포DT점,070-7017-6995,제주특별자치도 서귀포시 일주동로 8665,2024-05-20
한국맥도날드 (유)서귀포DT점,070-7017-6995,제주특별자치도 서귀포시 일주동로 8665,2024-05-20
한국맥도날드 (유) 서귀포DT점,070-7017-6995,제주특별자치도 서귀포시 일주동로 8665,2024-05-20
일품순두부,064-767-2141,제주특별자치도 서귀포시 일주동로 8666,2024-05-20
(주)케이에프씨코리아 KFC서귀포DI,064-767-0324,제주특별자치도 서귀포시 일주동로 8668,2024-05-20
라라코스트 서귀포점,064-733-3231,제주특별자치도 서귀포시 일주동로 8670,2024-05-20
이비가짬뽕제주서귀포점,064-767-7447,제주특별자치도 서귀포시 일주동로 8672,2024-05-20
제주부대찌개전문점,064-767-9123,제주특별자치도 서귀포시 일주동로 8674-1,2024-05-20
올레시장 흑돼지 계란밥,064-763-1112,제주특별자치도 서귀포시 일주동로 8676,2024-05-20
지에스25 서귀광장점,,제주특별자치도 서귀포시 일주동로 8678,2024-05-20
GS25 서귀광장점,,제주특별자치도 서귀포시 일주동로 8678,2024-05-20
남원추어탕,064-763-6167,제주특별자치도 서귀포시 일주동로 8692,2024-05-20
퍼스트스퀘어,,제주특별자치도 서귀포시 일주동로 8694,2024-05-20
이조제주면옥,064-732-3252,제주특별자치도 서귀포시 일주동로 8697,2024-05-20
오늘곱창,064-733-8077,제주특별자치도 서귀포시 일주동로 8697,2024-05-20
한라네김밥,,제주특별자치도 서귀포시 일주동로 8697,2024-05-20
김씨네음식점,064-733-4965,제주특별자치도 서귀포시 일주동로 8703,2024-05-20
체얌,064-732-0990,제주특별자치도 서귀포시 일주동로 8705,2024-05-20
씨유서귀걸매점,,제주특별자치도 서귀포시 일주동로 8709,2024-05-20
이듸가게,,제주특별자치도 서귀포시 일주동로 8709-1,2024-05-20
대일추어탕,064-732-6194,제주특별자치도 서귀포시 일주동로 8710,2024-05-20
봉수아피자서귀포지점,064-762-0501,제주특별자치도 서귀포시 일주동로 8711,2024-05-20
청년찌개제주서귀포점,070-8287-0617,제주특별자치도 서귀포시 일주동로 8711,2024-05-20
퍼플피기,,제주특별자치도 서귀포시 일주동로 8712,2024-05-20
너와나식당,064-733-3194,제주특별자치도 서귀포시 일주동로 8712-1,2024-05-20
엄블랑디,064-738-8219,제주특별자치도 서귀포시 일주동로 8713,2024-05-20
엔조이모몰리,,제주특별자치도 서귀포시 일주동로 8714,2024-05-20
하늘정원,064-763-6979,제주특별자치도 서귀포시 일주동로 8718,2024-05-20
수봉숯불갈비,064-763-0730,제주특별자치도 서귀포시 일주동로 8720,2024-05-20
고기택배가는남자 서귀포점,,제주특별자치도 서귀포시 일주동로 8720,2024-05-20
이강돈까스앤송이반점,,제주특별자치도 서귀포시 일주동로 8720,2024-05-20
오늘은불고기,064-763-2711,제주특별자치도 서귀포시 일주동로 8733,2024-05-20
다슬이네칡냉면,064-762-6662,제주특별자치도 서귀포시 일주동로 8735,2024-05-20
천지연무태장어서귀포점,064-732-0051,제주특별자치도 서귀포시 일주동로 8737,2024-05-20
성원음식점,064-732-0051,제주특별자치도 서귀포시 일주동로 8737,2024-05-20
선반내,064-733-3392,제주특별자치도 서귀포시 일주동로 8737,2024-05-20
이춘봉인생치킨서귀포점,064-732-7542,제주특별자치도 서귀포시 일주동로 8738,2024-05-20
씨유(CU) 서귀 선반네점,,제주특별자치도 서귀포시 일주동로 8738,2024-05-20
솜반,,제주특별자치도 서귀포시 일주동로 8738,2024-05-20
애플웨딩식당,064-732-7705,제주특별자치도 서귀포시 일주동로 8796,2024-05-20
칠돈가서귀포점,,제주특별자치도 서귀포시 일주동로 8800,2024-05-20
청춘당꽈배기서귀점,,제주특별자치도 서귀포시 일주동로 8800,2024-05-20
뽕이네각재기3호점서귀포,,제주특별자치도 서귀포시 일주동로 8806,2024-05-20
레몬비 토계촌점,064-739-7271,제주특별자치도 서귀포시 일주동로 8884,2024-05-20
토계촌,064-739-7281,제주특별자치도 서귀포시 일주동로 8884,2024-05-20
제주궁전,064-739-3005,제주특별자치도 서귀포시 일주동로 8924,2024-05-20
주식회사 올바른식단,064-712-1639,제주특별자치도 서귀포시 일주동로 9209,2024-05-20
송사부수제쌀고로케,064-738-2263,제주특별자치도 서귀포시 일주동로 9209,2024-05-20
줄서서먹는짜장신시가지점,064-738-6165,제주특별자치도 서귀포시 일주동로 9217,2024-05-20
뚜레쥬르서귀포시외버스터미널점,064-739-5656,제주특별자치도 서귀포시 일주동로 9217,2024-05-20
지에스(GS)25 서귀터미널점,,제주특별자치도 서귀포시 일주동로 9217,2024-05-20
로우템포(RAW TEMPO),,제주특별자치도 서귀포시 일주동로8652번길 4,2024-05-20
소요유,064-732-8626,제주특별자치도 서귀포시 일주동로8666번길 7,2024-05-20
장위동유성등심집제주점,064-738-6626,제주특별자치도 서귀포시 일주서로,2024-05-20
농업회사법인주식회사중문랜드,064-738-7997,제주특별자치도 서귀포시 일주서로,2024-05-20
지에스 25 중문상예점,,제주특별자치도 서귀포시 일주서로 1076,2024-05-20
킹스토아(대유점),064-738-8683,제주특별자치도 서귀포시 일주서로 1124,2024-05-20
세븐일레븐서귀포스카이힐점,064-738-8683,제주특별자치도 서귀포시 일주서로 1124,2024-05-20
런던1972,064-762-2179,제주특별자치도 서귀포시 일주서로 1124,2024-05-20
갈치왕,064-739-9333,제주특별자치도 서귀포시 일주서로 1146,2024-05-20
제주산방식당중문점,064-739-1724,제주특별자치도 서귀포시 일주서로 1148,2024-05-20
드림스토리,,제주특별자치도 서귀포시 일주서로 1206,2024-05-20
세븐일레븐 서귀포 상예동점,,제주특별자치도 서귀포시 일주서로 1229,2024-05-20
주식회사 씨와이티,064-738-2457,제주특별자치도 서귀포시 일주서로 1240,2024-05-20
제주곶밭,,제주특별자치도 서귀포시 일주서로 1262,2024-05-20
유안이네횟집,064-738-9294,제주특별자치도 서귀포시 일주서로 1287,2024-05-20
유안이네본점,064-794-0059,제주특별자치도 서귀포시 일주서로 1287,2024-05-20
싱그러우니,,제주특별자치도 서귀포시 일주서로 1287-1,2024-05-20
씨유서귀포염돈길점,064-726-7050,제주특별자치도 서귀포시 일주서로 138,2024-05-20
우가네 순대국밥,064-739-1323,제주특별자치도 서귀포시 일주서로 222,2024-05-20
도순할인마트,064-739-1707,제주특별자치도 서귀포시 일주서로 321,2024-05-20
